course_name,job_recs,product_urls
Developing An Entrepreneurial Mindset First Step Towards Success,"Entrepreneurs,Pharmacists,Business Developers,Artists,Data Engineers",https://www.coursera.org/learn/entrepreneurial-mindset
Bonds Stocks,"Entrepreneurs,Account Managers,Business Analysts,Presidents,Machine Learning Engineers",https://www.coursera.org/learn/bonds-and-stocks
Cities are back in town sociología urbana para un mundo globalizado,"Social Workers,Lawyers,Administrators,Professors,Consultants",https://www.coursera.org/learn/desarrollo-urbano
Google Cloud Platform Fundamentals Core Infrastructure em Português Brasileiro,"Systems Analysts,IT Support,Technical Support Associates,Chief Technology Officers (CTOs),Technical Solutions Engineers",https://www.coursera.org/learn/gcp-fundamentals-br
Entrepreneurial Strategic Management,"Engineers,Teachers",https://www.coursera.org/learn/entrepreneurial-strategic-management
Research kitchen,"Engineers,Software Engineers",https://www.coursera.org/learn/research-kitchen
Journalism Skills for Engaged Citizens,,https://www.coursera.org/learn/journalism-skills
Cómo llegamos aquí Una historia del poder en México,"Lawyers,Assistants,Community Managers,Secretaries,Psychologists",https://www.coursera.org/learn/historia-de-mexico
Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,"Marketing Specialists,Entrepreneurs,Consultants,Project Managers,Managers",https://www.coursera.org/learn/corporate-entrepreneurs-innovation-strategy
Managing G Suite,"IT Managers,Technical Support Associates,IT Support,Founders,Data Engineers",https://www.coursera.org/learn/managing-g-suite
Управление людьми и командами,"HR Specialists,Marketing Specialists,Product Managers,Project Managers,Data Analysts",https://www.coursera.org/learn/upravlenie-lyudmi-komandami
The Horse Course Introduction to Basic Care and Management,"Nurses,Customer Care Reps,Customer Service Agents,Product Managers,Teachers",https://www.coursera.org/learn/horse-care
Cybersecurity Capstone Project,"Technical Support Associates,Engineers",https://www.coursera.org/learn/cyber-security-capstone
商务英语课程 管理与领导力英语 Management Leadership,Software Engineers,https://www.coursera.org/learn/guanli-lingdao-yingyu
Visual Recognition Understanding,"Machine Learning Engineers,Data Scientists,Data Engineers,Software Engineers,Researchers",https://www.coursera.org/learn/visual-recognition
Introduction to Search Engine Optimization,"Marketing Specialists,Marketers,Copywriters,Translators,Marketing Managers",https://www.coursera.org/learn/search-engine-optimization
Ruby on Rails Web Services and Integration with MongoDB,"IT Support,Software Engineers,Data Scientists,Entrepreneurs,Data Engineers",https://www.coursera.org/learn/ruby-on-rails-web-services-mongodb
iOS Project Transreality Game,,https://www.coursera.org/learn/transreality-gaming
Основы поиска дела жизни Часть 2 Что скрывается за вопросом Как найти себя,"Economists,Translators,Journalists,Editors,Marketing Specialists",https://www.coursera.org/learn/kak-naiti-sebya
Introduction to User Experience Design,"Designers,User Experience Researchers,Graphic Designers,UI/UX Designers,Instructional Designers",https://www.coursera.org/learn/user-experience-design
Brand Identity and Strategy,"Marketing Specialists,Marketers,Graphic Designers,Community Managers,Marketing Managers",https://www.coursera.org/learn/brand-identity-strategy
Information Visualization Programming with D3 js,"Data Scientists,Data Analysts,Data Engineers,Entrepreneurs,Machine Learning Engineers",https://www.coursera.org/learn/information-visualization-programming-d3js
Introduction to Communication Science,"Community Managers,Auditors,Technical Writers,Public Relations Specialists,Biologists",https://www.coursera.org/learn/communication
Survey Data Collection and Analytics Project Capstone,Researchers,https://www.coursera.org/learn/survey-data-capstone
Crowdfunding,"Marketing Specialists,Presidents,Lawyers,Entrepreneurs,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/wharton-crowdfunding
Essential Cloud Infrastructure Core Services en Français,,https://www.coursera.org/learn/gcp-infrastructure-core-services-fr
Networking and Security in iOS Applications,"Technical Solutions Engineers,Machine Learning Engineers,Technical Support Associates,Software Engineers,Data Scientists",https://www.coursera.org/learn/security
Just Reading and Writing English 1,"Marketers,Product Managers,Data Scientists,Teachers,Project Managers",https://www.coursera.org/learn/just-reading-and-writing-english-1
An Introduction to Interactive Programming in Python Part 1,"IT Managers,Auditors,Data Analysts,Process Analysts,Biostatisticians",https://www.coursera.org/learn/interactive-python-1
Understanding Financial Statements Company Position,"Accountants,Chief Financial Officers (CFOs),Risk Managers,Business Developers,Account Managers",https://www.coursera.org/learn/financial-statements
Natural Language Processing in TensorFlow,"Data Scientists,Machine Learning Engineers,Chief Technology Officers (CTOs),Data Engineers,Scientists",https://www.coursera.org/learn/natural-language-processing-tensorflow
Sesenta años de inteligencia artificial,"Security Engineers,Technical Solutions Engineers,Engineers,Marketing Specialists,Technical Support Associates",https://www.coursera.org/learn/sesenta-anos-inteligencia-artificial
Enterprise Systems,"Operations Analysts,Economists,Account Managers,Accountants,Technical Solutions Engineers",https://www.coursera.org/learn/enterprise-systems
A Programar Una introducción a la programación,"Geologists,Assistants,Auditors,Biologists,Economists",https://www.coursera.org/learn/a-programar
Organisational design Know your organisation,"HR Specialists,Human Resources,Accountants,Managing Directors,Project Managers",https://www.coursera.org/learn/organisational-design-know-your-organisation
Game Theory,"Economists,Traders,Data Scientists,Machine Learning Engineers,Researchers",https://www.coursera.org/learn/game-theory-1
Architecting with Google Kubernetes Engine Workloads 日本語版,,https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-jp
Sustainable Tourism promoting environmental public health,"Receptionists,Customer Care Reps,Marketing Specialists,Entrepreneurs,Account Managers",https://www.coursera.org/learn/sustainable-tourism
Be a Leader Develop a Leader,,https://www.coursera.org/learn/be-a-leader
Álgebra Básica,"Biologists,Secretaries,Communication Technicians,Economists,Geologists",https://www.coursera.org/learn/algebra-basica
Introducción a la Calidad,"Biologists,Operations Analysts,Administrators,Engineers,Medical Doctors",https://www.coursera.org/learn/gestion-de-productividad
Человеческий фактор в разработке корпоративных систем,"Project Managers,Business Analysts,Software Engineers",https://www.coursera.org/learn/chelovecheskiy-faktor-razrabotke-korporativnykh-sistem
Ancient Philosophy Aristotle and His Successors,"Musicians,Chefs,Writers,Artists,Financial Advisors",https://www.coursera.org/learn/aristotle
Fundamentals of the Chinese character writing Part 1,"Translators,Teachers,Data Scientists,Software Engineers",https://www.coursera.org/learn/chinese-character-writing
Robotics Perception,"Machine Learning Engineers,Data Scientists,Research Assistants,Researchers,Chief Technology Officers (CTOs)",https://www.coursera.org/learn/robotics-perception
Keeping up with Change Issues for the Finance Professional,"Controllers,Chief Financial Officers (CFOs),Auditors,Accountants,Financial Advisors",https://www.coursera.org/learn/change-for-the-finance-professional
Astro 101 Black Holes,"Scientists,Medical Doctors,Nurses,Musicians,Translators",https://www.coursera.org/learn/black-holes-astro-101
Intellectual Change in Early China Warring States and Han,"Entrepreneurs,Marketers,Teachers,Medical Doctors,Professors",https://www.coursera.org/learn/intellectual-change-early-china-the-warring-states-han
Effectively delivering the news to your audience,"Journalists,Writers,Editors,Marketers,Accountants",https://www.coursera.org/learn/deliver-the-news
علم النجاح ما يجب أن تعرفه من الباحثين,,https://www.coursera.org/learn/success-ar
Finance for Managers,"Chief Financial Officers (CFOs),Economists,Accountants,Financial Analysts,Entrepreneurs",https://www.coursera.org/learn/operational-finance
Setting Expectations Assessing Performance Issues,"HR Specialists,Risk Managers,Marketing Specialists,Therapists,Consultants",https://www.coursera.org/learn/coaching-expectations-performance
Mobile VR App Development with Unity,"UI/UX Designers,Musicians,Designers,Researchers,Software Engineers",https://www.coursera.org/learn/mobile-vr-app-development-unity
Kinetics Studying Spacecraft Motion,"Scientists,Machine Learning Engineers,Researchers,Engineers,Data Scientists",https://www.coursera.org/learn/spacecraft-dynamics-kinetics
Career Total Fitness Annual Retreat,,https://www.coursera.org/learn/career-fitness
Case studies in business analytics with ACCENTURE,"Scientists,Business Analysts,Data Analysts,Financial Analysts,Marketing Specialists",https://www.coursera.org/learn/case-studies-business-analytics-accenture
Imagining Other Earths,"Lawyers,Machine Learning Engineers,Account Managers,Designers,Professors",https://www.coursera.org/learn/life-on-other-planets
Population Health Health Health Behaviour,"Nutritionists,Therapists,Social Workers,Nurses,Medical Doctors",https://www.coursera.org/learn/population-health-behaviour
Math behind Moneyball,"Economists,Data Analysts,Entrepreneurs,Business Analysts,Data Scientists",https://www.coursera.org/learn/mathematics-sport
Bienestar equidad y derechos humanos,"Psychologists,Lawyers,Psychiatrists,Social Workers,Therapists",https://www.coursera.org/learn/bienestar-equidad-derechos-humanos
Become a CBRS Certified Professional Installer by Google,,https://www.coursera.org/learn/google-cbrs-cpi-training
Google Cloud Platform Fundamentals Core Infrastructure 日本語版,"Security Engineers,Technical Solutions Engineers,Engineers,Account Managers,Data Engineers",https://www.coursera.org/learn/gcp-fundamentals-jp
Project Execution,"Project Managers,Administrators,Consultants,Managers,Engineers",https://www.coursera.org/learn/project-execution
Programming for Everybody Getting Started with Python,"Risk Managers,Data Analysts,Traders,Financial Analysts,Auditors",https://www.coursera.org/learn/python
Divide and Conquer Sorting and Searching and Randomized Algorithms,"Machine Learning Engineers,Software Engineers,Data Scientists,Data Engineers,Technical Leads",https://www.coursera.org/learn/algorithms-divide-conquer
頑想學概率 機率一 Probability 1,"Data Analysts,Research Assistants,Product Managers,Machine Learning Engineers,Financial Analysts",https://www.coursera.org/learn/prob1
Transmission electron microscopy for materials science,"Scientists,Researchers,Technical Solutions Engineers,Professors,Data Scientists",https://www.coursera.org/learn/microscopy
